RoomCd|RoomType|RoomCharacteristic|minPax|maxPax|maxAdults|maxChildren|minAdults|Description__ENG|TypeDescription__ENG|CharacteristicDescription__ENG|Description__IND|TypeDescription__IND|CharacteristicDescription__IND
SGL.B2-PE|SGL|B2-PE|0|1|1|0|1|SINGLE PREMIER TWO BEDROOMS|SINGLE|PREMIER TWO BEDROOMS|SINGLE PREMIER DUA KAMAR TIDUR|SINGLE|PREMIER DUA KAMAR TIDUR
SGL.B2-PO|SGL|B2-PO|0|1|1|0|1|SINGLE PARTIAL OCEAN VIEW TWO BEDROOMS|SINGLE|PARTIAL OCEAN VIEW TWO BEDROOMS|SINGLE PEMANDANGAN PARSIAL SAMUDRA DUA KAMAR TIDUR|SINGLE|PEMANDANGAN PARSIAL SAMUDRA DUA KAMAR TIDUR
SGL.B2-QN|SGL|B2-QN|0|1|1|0|1|SINGLE QUEEN BED TWO BEDROOMS|SINGLE|QUEEN BED TWO BEDROOMS|SINGLE RANJANG QUEEN DUA KAMAR TIDUR|SINGLE|RANJANG QUEEN DUA KAMAR TIDUR
SGL.B2-SU|SGL|B2-SU|0|1|1|0|1|SINGLE SUPERIOR TWO BEDROOMS|SINGLE|SUPERIOR TWO BEDROOMS|SINGLE SUPERIOR DUA KAMAR TIDUR|SINGLE|SUPERIOR DUA KAMAR TIDUR
SGL.B2-TR|SGL|B2-TR|0|1|1|0|1|SINGLE TWO BEDROOMS WITH TERRACE|SINGLE|TWO BEDROOMS WITH TERRACE|SINGLE DUA KAMAR DENGAN TERAS|SINGLE|DUA KAMAR DENGAN TERAS
SGL.B2-VM|SGL|B2-VM|0|1|1|0|1|SINGLE SEA VIEW TWO BEDROOMS|SINGLE|SEA VIEW TWO BEDROOMS|SINGLE PEMANDANGAN LAUT DUA KAMAR TIDUR|SINGLE|PEMANDANGAN LAUT DUA KAMAR TIDUR
SGL.B2-VP|SGL|B2-VP|0|1|1|0|1|SINGLE POOL VIEW TWO BEDROOMS|SINGLE|POOL VIEW TWO BEDROOMS|SINGLE PEMANDANGAN KOLAM RENANG DUA KAMAR TIDUR|SINGLE|PEMANDANGAN KOLAM RENANG DUA KAMAR TIDUR
SGL.B3|SGL|B3|0|1|1|3|1|SINGLE THREE BEDROOMS|SINGLE|THREE BEDROOMS|SINGLE TIGA KAMAR|SINGLE|TIGA KAMAR
SGL.B3-1|SGL|B3-1|1|1|1|0|1|SINGLE THREE BEDROOMS|SINGLE|THREE BEDROOMS|SINGLE TIGA KAMAR|SINGLE|TIGA KAMAR
SGL.B3-DX|SGL|B3-DX|0|1|1|0|1|SINGLE DELUXE THREE BEDROOM|SINGLE|DELUXE THREE BEDROOM|SINGLE DELUKS TIGA KAMAR TIDUR|SINGLE|DELUKS TIGA KAMAR TIDUR
SGL.B3-EJ|SGL|B3-EJ|0|1|1|0|1|SINGLE EXECUTIVE THREE BEDROOMS|SINGLE|EXECUTIVE THREE BEDROOMS|SINGLE EKSEKUTIF TIGA KAMAR TIDUR|SINGLE|EKSEKUTIF TIGA KAMAR TIDUR
SGL.B3-OV|SGL|B3-OV|0|1|1|0|1|SINGLE OCEAN VIEW THREE BEDROOMS|SINGLE|OCEAN VIEW THREE BEDROOMS|SINGLE PEMANDANGAN SAMUDRA TIGA KAMAR TIDUR|SINGLE|PEMANDANGAN SAMUDRA TIGA KAMAR TIDUR
SGL.B3-PP|SGL|B3-PP|1|1|1|0|1|SINGLE THREE BEDROOMS WITH PRIVATE POOL|SINGLE|THREE BEDROOMS WITH PRIVATE POOL|SINGLE TIGA KAMAR DENGAN KOLAM RENANG PRIBADI|SINGLE|TIGA KAMAR DENGAN KOLAM RENANG PRIBADI
SGL.B3-SU|SGL|B3-SU|1|1|1|0|1|SINGLE SUPERIOR THREE BEDROOMS|SINGLE|SUPERIOR THREE BEDROOMS|SINGLE SUPERIOR TIGA KAMAR TIDUR|SINGLE|SUPERIOR TIGA KAMAR TIDUR
SGL.B3-VM|SGL|B3-VM|1|1|1|0|1|SINGLE SEA VIEW THREE BEDROOMS|SINGLE|SEA VIEW THREE BEDROOMS|SINGLE PEMANDANGAN LAUT TIGA KAMAR TIDUR|SINGLE|PEMANDANGAN LAUT TIGA KAMAR TIDUR
SGL.B4|SGL|B4|0|1|1|1|1|SINGLE FOUR BEDROOMS|SINGLE|FOUR BEDROOMS|SINGLE EMPAT KAMAR|SINGLE|EMPAT KAMAR
SGL.B4-SU|SGL|B4-SU|1|1|1|0|1|SINGLE SUPERIOR FOUR BEDROOMS|SINGLE|SUPERIOR FOUR BEDROOMS|SINGLE SUPERIOR EMPAT KAMAR TIDUR|SINGLE|SUPERIOR EMPAT KAMAR TIDUR
SGL.B5|SGL|B5|0|1|1|0|1|SINGLE FIVE BEDROOMS|SINGLE|FIVE BEDROOMS|SINGLE LIMA KAMAR|SINGLE|LIMA KAMAR
SGL.BF|SGL|BF|0|1|1|3|1|SINGLE BEACH FRONT|SINGLE|BEACH FRONT|SINGLE DEPAN PANTAI|SINGLE|DEPAN PANTAI
SGL.BF-1|SGL|BF-1|1|1|1|0|1|SINGLE BEACH FRONT|SINGLE|BEACH FRONT|SINGLE DEPAN PANTAI|SINGLE|DEPAN PANTAI
SGL.BF-2|SGL|BF-2|1|1|1|0|1|SINGLE BEACH FRONT|SINGLE|BEACH FRONT|SINGLE DEPAN PANTAI|SINGLE|DEPAN PANTAI
SGL.BF-3|SGL|BF-3|1|1|1|0|1|SINGLE BEACH FRONT|SINGLE|BEACH FRONT|SINGLE DEPAN PANTAI|SINGLE|DEPAN PANTAI
SGL.BF-CB|SGL|BF-CB|0|1|1|0|1|SINGLE CLUB BEACH FRONT|SINGLE|CLUB BEACH FRONT|SINGLE KLUB DEPAN PANTAI|SINGLE|KLUB DEPAN PANTAI
SGL.BF-DX|SGL|BF-DX|0|1|1|0|1|SINGLE DELUXE BEACH FRONT|SINGLE|DELUXE BEACH FRONT|SINGLE DELUKS DEPAN PANTAI|SINGLE|DELUKS DEPAN PANTAI
SGL.BF-SU|SGL|BF-SU|0|1|1|0|1|SINGLE SUPERIOR BEACH FRONT|SINGLE|SUPERIOR BEACH FRONT|SINGLE SUPERIOR DEPAN PANTAI|SINGLE|SUPERIOR DEPAN PANTAI
SGL.BK|SGL|BK|0|1|1|0|1|SINGLE BUNK BED|SINGLE|BUNK BED|SINGLE RANJANG SUSUN|SINGLE|RANJANG SUSUN
SGL.BL|SGL|BL|0|1|1|1|1|SINGLE WITH BALCONY|SINGLE|WITH BALCONY|SINGLE DENGAN BALKON|SINGLE|DENGAN BALKON
SGL.BL-DX|SGL|BL-DX|0|1|1|1|1|SINGLE DELUXE WITH BALCONY|SINGLE|DELUXE WITH BALCONY|SINGLE DELUKS DENGAN BALKON|SINGLE|DELUKS DENGAN BALKON
SGL.BL-DX-VM|SGL|BL-DX-VM|1|1|1|0|1|SINGLE DELUXE SEA VIEW WITH BALCONY|SINGLE|DELUXE SEA VIEW WITH BALCONY|SINGLE DELUKS PEMANDANGAN LAUT DENGAN BALKON|SINGLE|DELUKS PEMANDANGAN LAUT DENGAN BALKON
SGL.BL-GV|SGL|BL-GV|1|1|1|2|1|SINGLE GARDEN VIEW WITH BALCONY|SINGLE|GARDEN VIEW WITH BALCONY|SINGLE PEMANDANGAN KEBUN DENGAN BALKON|SINGLE|PEMANDANGAN KEBUN DENGAN BALKON
SGL.BL-OF|SGL|BL-OF|0|1|1|2|1|SINGLE OCEAN FRONT WITH BALCONY|SINGLE|OCEAN FRONT WITH BALCONY|SINGLE DEPAN SAMUDRA DENGAN BALKON|SINGLE|DEPAN SAMUDRA DENGAN BALKON
SGL.BL-OV|SGL|BL-OV|0|1|1|0|1|SINGLE OCEAN VIEW WITH BALCONY|SINGLE|OCEAN VIEW WITH BALCONY|SINGLE PEMANDANGAN SAMUDRA DENGAN BALKON|SINGLE|PEMANDANGAN SAMUDRA DENGAN BALKON
SGL.BL-SS|SGL|BL-SS|1|1|1|0|1|SINGLE SIDE SEA VIEW WITH BALCONY|SINGLE|SIDE SEA VIEW WITH BALCONY|SINGLE PEMANDANGAN TEPI LAUT DENGAN BALKON|SINGLE|PEMANDANGAN TEPI LAUT DENGAN BALKON
SGL.BL-SU|SGL|BL-SU|0|1|1|1|1|SINGLE SUPERIOR WITH BALCONY|SINGLE|SUPERIOR WITH BALCONY|SINGLE SUPERIOR DENGAN BALKON|SINGLE|SUPERIOR DENGAN BALKON
SGL.BL-VM|SGL|BL-VM|1|1|1|0|1|SINGLE SEA VIEW WITH BALCONY|SINGLE|SEA VIEW WITH BALCONY|SINGLE PEMANDANGAN LAUT DENGAN BALKON|SINGLE|PEMANDANGAN LAUT DENGAN BALKON
SGL.BS|SGL|BS|0|1|1|3|1|SINGLE BUSINESS|SINGLE|BUSINESS|SINGLE BISNIS|SINGLE|BISNIS
SGL.BS-1|SGL|BS-1|1|1|1|0|1|SINGLE BUSINESS|SINGLE|BUSINESS|SINGLE BISNIS|SINGLE|BISNIS
SGL.BS-2|SGL|BS-2|1|1|1|0|1|SINGLE BUSINESS|SINGLE|BUSINESS|SINGLE BISNIS|SINGLE|BISNIS
SGL.BS-CV|SGL|BS-CV|1|1|1|0|1|SINGLE BUSINESS CITY VIEW|SINGLE|BUSINESS CITY VIEW|SINGLE BISNIS PEMANDANGAN KOTA|SINGLE|BISNIS PEMANDANGAN KOTA
SGL.BS-DX|SGL|BS-DX|1|1|1|0|1|SINGLE BUSINESS DELUXE|SINGLE|BUSINESS DELUXE|SINGLE BISNIS DELUKS|SINGLE|BISNIS DELUKS
SGL.BS-KG|SGL|BS-KG|0|1|1|3|1|SINGLE BUSINESS KING BED|SINGLE|BUSINESS KING BED|SINGLE BISNIS RANJANG KING|SINGLE|BISNIS RANJANG KING
SGL.BS-QN|SGL|BS-QN|0|1|1|0|1|SINGLE BUSINESS QUEEN BED|SINGLE|BUSINESS QUEEN BED|SINGLE BISNIS RANJANG QUEEN|SINGLE|BISNIS RANJANG QUEEN
SGL.BS-SU|SGL|BS-SU|1|1|1|0|1|SINGLE BUSINESS SUPERIOR|SINGLE|BUSINESS SUPERIOR|SINGLE BISNIS SUPERIOR|SINGLE|BISNIS SUPERIOR
SGL.BV|SGL|BV|0|1|1|3|1|SINGLE BAY VIEW|SINGLE|BAY VIEW|SINGLE PEMANDANGAN TELUK|SINGLE|PEMANDANGAN TELUK
SGL.BV-DX|SGL|BV-DX|0|1|1|0|1|SINGLE DELUXE BAY VIEW|SINGLE|DELUXE BAY VIEW|SINGLE DELUKS PEMANDANGAN TELUK|SINGLE|DELUKS PEMANDANGAN TELUK
SGL.BV-KG|SGL|BV-KG|0|1|1|0|1|SINGLE BAY VIEW KING BED|SINGLE|BAY VIEW KING BED|SINGLE PEMANDANGAN TELUK RANJANG KING|SINGLE|PEMANDANGAN TELUK RANJANG KING
SGL.BV-SU|SGL|BV-SU|1|1|1|0|1|SINGLE SUPERIOR BAY VIEW|SINGLE|SUPERIOR BAY VIEW|SINGLE SUPERIOR PEMANDANGAN TELUK|SINGLE|SUPERIOR PEMANDANGAN TELUK
SGL.C1|SGL|C1|0|1|1|2|1|SINGLE CAPACITY 1|SINGLE|CAPACITY 1|SINGLE KAPASITAS 1|SINGLE|KAPASITAS 1
SGL.C1-1|SGL|C1-1|1|1|1|0|1|SINGLE CAPACITY 1|SINGLE|CAPACITY 1|SINGLE KAPASITAS 1|SINGLE|KAPASITAS 1
SGL.C2|SGL|C2|0|1|1|2|1|SINGLE CAPACITY 2|SINGLE|CAPACITY 2|SINGLE KAPASITAS 2|SINGLE|KAPASITAS 2
SGL.C2-DX|SGL|C2-DX|0|1|1|0|1|SINGLE DELUXE CAPACITY 2|SINGLE|DELUXE CAPACITY 2|SINGLE DELUKS KAPASITAS 2|SINGLE|DELUKS KAPASITAS 2
SGL.C2-EJ|SGL|C2-EJ|1|1|1|2|1|SINGLE EXECUTIVE CAPACITY 2|SINGLE|EXECUTIVE CAPACITY 2|SINGLE EKSEKUTIF KAPASITAS 2|SINGLE|EKSEKUTIF KAPASITAS 2
SGL.C2-SU|SGL|C2-SU|1|1|1|1|1|SINGLE SUPERIOR CAPACITY 2|SINGLE|SUPERIOR CAPACITY 2|SINGLE SUPERIOR KAPASITAS 2|SINGLE|SUPERIOR KAPASITAS 2
SGL.C3|SGL|C3|0|1|1|0|1|SINGLE CAPACITY 3|SINGLE|CAPACITY 3|SINGLE KAPASITAS 3|SINGLE|KAPASITAS 3
SGL.C4|SGL|C4|0|1|1|2|1|SINGLE CAPACITY 4|SINGLE|CAPACITY 4|SINGLE KAPASITAS 4|SINGLE|KAPASITAS 4
SGL.C5|SGL|C5|0|1|1|0|1|SINGLE CAPACITY 5|SINGLE|CAPACITY 5|SINGLE KAPASITAS 5|SINGLE|KAPASITAS 5
SGL.C6|SGL|C6|0|1|1|0|1|SINGLE CAPACITY 6|SINGLE|CAPACITY 6|SINGLE KAPASITAS 6|SINGLE|KAPASITAS 6
SGL.C6-FH|SGL|C6-FH|1|1|1|0|1|SINGLE CAPACITY 6 WITH SHARED BATHROOM|SINGLE|CAPACITY 6 WITH SHARED BATHROOM|SINGLE KAPASITAS 6 DENGAN KAMAR MANDI BERSAMA|SINGLE|KAPASITAS 6 DENGAN KAMAR MANDI BERSAMA
SGL.C8|SGL|C8|0|1|1|0|1|SINGLE CAPACITY 8|SINGLE|CAPACITY 8|SINGLE KAPASITAS 8|SINGLE|KAPASITAS 8
SGL.C8-FA|SGL|C8-FA|1|1|1|0|1|SINGLE FEMALE ROOM CAPACITY 8|SINGLE|FEMALE ROOM CAPACITY 8|SINGLE KAMAR PEREMPUAN KAPASITAS 8|SINGLE|KAMAR PEREMPUAN KAPASITAS 8
SGL.C8-FH|SGL|C8-FH|1|1|1|0|1|SINGLE CAPACITY 8 WITH SHARED BATHROOM|SINGLE|CAPACITY 8 WITH SHARED BATHROOM|SINGLE KAPASITAS 8 DENGAN KAMAR MANDI BERSAMA|SINGLE|KAPASITAS 8 DENGAN KAMAR MANDI BERSAMA
SGL.C8-MQ|SGL|C8-MQ|1|1|1|0|1|SINGLE MALE ROOM CAPACITY 8|SINGLE|MALE ROOM CAPACITY 8|SINGLE KAMAR LAKI-LAKI KAPASITAS 8|SINGLE|KAMAR LAKI-LAKI KAPASITAS 8
SGL.CB|SGL|CB|0|1|1|2|1|SINGLE CLUB|SINGLE|CLUB|SINGLE KLUB|SINGLE|KLUB
SGL.CB-1|SGL|CB-1|1|1|1|0|1|SINGLE CLUB|SINGLE|CLUB|SINGLE KLUB|SINGLE|KLUB
SGL.CB-CV|SGL|CB-CV|0|1|1|1|1|SINGLE CLUB CITY VIEW|SINGLE|CLUB CITY VIEW|SINGLE KLUB PEMANDANGAN KOTA|SINGLE|KLUB PEMANDANGAN KOTA
SGL.CB-DX|SGL|CB-DX|0|1|1|1|1|SINGLE CLUB DELUXE|SINGLE|CLUB DELUXE|SINGLE KLUB DELUKS|SINGLE|KLUB DELUKS
SGL.CB-EJ|SGL|CB-EJ|1|1|1|1|1|SINGLE CLUB EXECUTIVE|SINGLE|CLUB EXECUTIVE|SINGLE KLUB EKSEKUTIF|SINGLE|KLUB EKSEKUTIF
SGL.CB-GD|SGL|CB-GD|1|1|1|1|1|SINGLE CLUB GRAND|SINGLE|CLUB GRAND|SINGLE KLUB GRAND|SINGLE|KLUB GRAND
SGL.CB-HV|SGL|CB-HV|1|1|1|0|1|SINGLE CLUB HARBOUR VIEW|SINGLE|CLUB HARBOUR VIEW|SINGLE KLUB PEMANDANGAN PELABUHAN|SINGLE|KLUB PEMANDANGAN PELABUHAN
SGL.CB-KG|SGL|CB-KG|0|1|1|1|1|SINGLE CLUB KING BED|SINGLE|CLUB KING BED|SINGLE KLUB RANJANG KING|SINGLE|KLUB RANJANG KING
SGL.CB-LV|SGL|CB-LV|1|1|1|0|1|SINGLE CLUB LAND VIEW|SINGLE|CLUB LAND VIEW|SINGLE KLUB PEMANDANGAN DATARAN|SINGLE|KLUB PEMANDANGAN DATARAN
SGL.CB-OF|SGL|CB-OF|0|1|1|0|1|SINGLE CLUB OCEAN FRONT|SINGLE|CLUB OCEAN FRONT|SINGLE KLUB DEPAN SAMUDRA|SINGLE|KLUB DEPAN SAMUDRA
SGL.CB-OV|SGL|CB-OV|0|1|1|1|1|SINGLE CLUB OCEAN VIEW|SINGLE|CLUB OCEAN VIEW|SINGLE KLUB PEMANDANGAN SAMUDRA|SINGLE|KLUB PEMANDANGAN SAMUDRA
SGL.CB-PE|SGL|CB-PE|1|1|1|0|1|SINGLE CLUB PREMIER|SINGLE|CLUB PREMIER|SINGLE KLUB PREMIER|SINGLE|KLUB PREMIER
SGL.CB-PI|SGL|CB-PI|1|1|1|0|1|SINGLE CLUB PREMIUM|SINGLE|CLUB PREMIUM|SINGLE KLUB PREMIUM|SINGLE|KLUB PREMIUM
SGL.CB-QN|SGL|CB-QN|0|1|1|1|1|SINGLE CLUB QUEEN BED|SINGLE|CLUB QUEEN BED|SINGLE KLUB RANJANG QUEEN|SINGLE|KLUB RANJANG QUEEN
SGL.CB-SU|SGL|CB-SU|1|1|1|0|1|SINGLE CLUB SUPERIOR|SINGLE|CLUB SUPERIOR|SINGLE KLUB SUPERIOR|SINGLE|KLUB SUPERIOR
SGL.CB-VM|SGL|CB-VM|1|1|1|1|1|SINGLE CLUB SEA VIEW|SINGLE|CLUB SEA VIEW|SINGLE KLUB PEMANDANGAN LAUT|SINGLE|KLUB PEMANDANGAN LAUT
SGL.CM|SGL|CM|0|1|1|0|1|SINGLE CONNECTING ROOM|SINGLE|CONNECTING ROOM|SINGLE KAMAR PENGHUBUNG|SINGLE|KAMAR PENGHUBUNG
SGL.CV|SGL|CV|0|1|1|3|1|SINGLE CITY VIEW|SINGLE|CITY VIEW|SINGLE PEMANDANGAN KOTA|SINGLE|PEMANDANGAN KOTA
SGL.CV-1|SGL|CV-1|1|1|1|0|1|SINGLE CITY VIEW|SINGLE|CITY VIEW|SINGLE PEMANDANGAN KOTA|SINGLE|PEMANDANGAN KOTA
SGL.CV-DX|SGL|CV-DX|0|1|1|3|1|SINGLE DELUXE CITY VIEW|SINGLE|DELUXE CITY VIEW|SINGLE DELUKS PEMANDANGAN KOTA|SINGLE|DELUKS PEMANDANGAN KOTA
SGL.CV-DX-KG|SGL|CV-DX-KG|0|1|1|0|1|SINGLE DELUXE CITY VIEW KING BED|SINGLE|DELUXE CITY VIEW KING BED|SINGLE DELUKS PEMANDANGAN KOTA RANJANG KING|SINGLE|DELUKS PEMANDANGAN KOTA RANJANG KING
SGL.CV-EJ|SGL|CV-EJ|0|1|1|1|1|SINGLE EXECUTIVE CITY VIEW|SINGLE|EXECUTIVE CITY VIEW|SINGLE EKSEKUTIF PEMANDANGAN KOTA|SINGLE|EKSEKUTIF PEMANDANGAN KOTA
SGL.CV-GR|SGL|CV-GR|1|1|1|0|1|SINGLE GUEST ROOM CITY VIEW|SINGLE|GUEST ROOM CITY VIEW|SINGLE GUEST ROOM PEMANDANGAN KOTA|SINGLE|GUEST ROOM PEMANDANGAN KOTA
SGL.CV-KG|SGL|CV-KG|0|1|1|0|1|SINGLE CITY VIEW KING BED|SINGLE|CITY VIEW KING BED|SINGLE PEMANDANGAN KOTA RANJANG KING|SINGLE|PEMANDANGAN KOTA RANJANG KING
SGL.CV-LX|SGL|CV-LX|1|1|1|1|1|SINGLE LUXURY CITY VIEW|SINGLE|LUXURY CITY VIEW|SINGLE LUKSURI PEMANDANGAN KOTA|SINGLE|LUKSURI PEMANDANGAN KOTA
SGL.CV-PE|SGL|CV-PE|0|1|1|0|1|SINGLE PREMIER CITY VIEW|SINGLE|PREMIER CITY VIEW|SINGLE PREMIER PEMANDANGAN KOTA|SINGLE|PREMIER PEMANDANGAN KOTA
SGL.CV-PI|SGL|CV-PI|0|1|1|0|1|SINGLE PREMIUM CITY VIEW|SINGLE|PREMIUM CITY VIEW|SINGLE PREMIUM PEMANDANGAN KOTA|SINGLE|PREMIUM PEMANDANGAN KOTA
SGL.CV-QN|SGL|CV-QN|0|1|1|0|1|SINGLE CITY VIEW QUEEN BED|SINGLE|CITY VIEW QUEEN BED|SINGLE PEMANDANGAN KOTA RANJANG QUEEN|SINGLE|PEMANDANGAN KOTA RANJANG QUEEN
SGL.CV-SU|SGL|CV-SU|0|1|1|1|1|SINGLE SUPERIOR CITY VIEW|SINGLE|SUPERIOR CITY VIEW|SINGLE SUPERIOR PEMANDANGAN KOTA|SINGLE|SUPERIOR PEMANDANGAN KOTA
SGL.DB|SGL|DB|0|1|1|1|1|SINGLE DOUBLE BED|SINGLE|DOUBLE BED|SINGLE RANJANG DOUBLE|SINGLE|RANJANG DOUBLE
SGL.DB-SU|SGL|DB-SU|0|1|1|1|1|SINGLE SUPERIOR DOUBLE BED|SINGLE|SUPERIOR DOUBLE BED|SINGLE SUPERIOR RANJANG DOUBLE|SINGLE|SUPERIOR RANJANG DOUBLE
SGL.DP|SGL|DP|0|1|1|0|1|SINGLE DUPLEX|SINGLE|DUPLEX|SINGLE DUPLEKS|SINGLE|DUPLEKS
SGL.DP-1|SGL|DP-1|1|1|1|0|1|SINGLE DUPLEX|SINGLE|DUPLEX|SINGLE DUPLEKS|SINGLE|DUPLEKS
SGL.DP-SU|SGL|DP-SU|1|1|1|0|1|SINGLE DUPLEX SUPERIOR|SINGLE|DUPLEX SUPERIOR|SINGLE DUPLEKS SUPERIOR|SINGLE|DUPLEKS SUPERIOR
SGL.DX|SGL|DX|0|1|1|3|1|SINGLE DELUXE|SINGLE|DELUXE|SINGLE DELUKS|SINGLE|DELUKS
SGL.DX-1|SGL|DX-1|1|1|1|1|1|SINGLE DELUXE|SINGLE|DELUXE|SINGLE DELUKS|SINGLE|DELUKS
SGL.DX-10|SGL|DX-10|1|1|1|0|1|SINGLE DELUXE|SINGLE|DELUXE|SINGLE DELUKS|SINGLE|DELUKS
SGL.DX-2|SGL|DX-2|0|1|1|0|1|SINGLE DELUXE|SINGLE|DELUXE|SINGLE DELUKS|SINGLE|DELUKS
SGL.DX-3|SGL|DX-3|1|1|1|0|1|SINGLE DELUXE|SINGLE|DELUXE|SINGLE DELUKS|SINGLE|DELUKS
SGL.DX-4|SGL|DX-4|1|1|1|0|1|SINGLE DELUXE|SINGLE|DELUXE|SINGLE DELUKS|SINGLE|DELUKS
SGL.DX-5|SGL|DX-5|1|1|1|0|1|SINGLE DELUXE|SINGLE|DELUXE|SINGLE DELUKS|SINGLE|DELUKS
SGL.DX-6|SGL|DX-6|1|1|1|0|1|SINGLE DELUXE|SINGLE|DELUXE|SINGLE DELUKS|SINGLE|DELUKS
SGL.DX-7|SGL|DX-7|1|1|1|1|1|SINGLE DELUXE|SINGLE|DELUXE|SINGLE DELUKS|SINGLE|DELUKS
SGL.DX-8|SGL|DX-8|1|1|1|0|1|SINGLE DELUXE|SINGLE|DELUXE|SINGLE DELUKS|SINGLE|DELUKS
SGL.DX-9|SGL|DX-9|1|1|1|0|1|SINGLE DELUXE|SINGLE|DELUXE|SINGLE DELUKS|SINGLE|DELUKS
SGL.DX-EJ|SGL|DX-EJ|0|1|1|1|1|SINGLE DELUXE EXECUTIVE|SINGLE|DELUXE EXECUTIVE|SINGLE DELUKS EKSEKUTIF|SINGLE|DELUKS EKSEKUTIF
SGL.DX-FV|SGL|DX-FV|0|1|1|0|1|SINGLE DELUXE FOUNTAIN VIEW|SINGLE|DELUXE FOUNTAIN VIEW|SINGLE DELUKS PEMANDANGAN AIR MANCUR|SINGLE|DELUKS PEMANDANGAN AIR MANCUR
SGL.DX-GD|SGL|DX-GD|0|1|1|1|1|SINGLE GRAND DELUXE|SINGLE|GRAND DELUXE|SINGLE GRAND DELUKS|SINGLE|GRAND DELUKS
SGL.DX-GR|SGL|DX-GR|0|1|1|0|1|SINGLE DELUXE GUEST ROOM|SINGLE|DELUXE GUEST ROOM|SINGLE DELUKS GUEST ROOM|SINGLE|DELUKS GUEST ROOM
SGL.DX-GV|SGL|DX-GV|0|1|1|2|1|SINGLE DELUXE GARDEN VIEW|SINGLE|DELUXE GARDEN VIEW|SINGLE DELUKS PEMANDANGAN KEBUN|SINGLE|DELUKS PEMANDANGAN KEBUN
SGL.DX-GV-SU|SGL|DX-GV-SU|0|1|1|0|1|SINGLE DELUXE GARDEN VIEW SUPERIOR|SINGLE|DELUXE GARDEN VIEW SUPERIOR|SINGLE DELUKS PEMANDANGAN KEBUN SUPERIOR|SINGLE|DELUKS PEMANDANGAN KEBUN SUPERIOR
SGL.DX-HV|SGL|DX-HV|0|1|1|2|1|SINGLE DELUXE HARBOUR VIEW|SINGLE|DELUXE HARBOUR VIEW|SINGLE DELUKS PEMANDANGAN PELABUHAN|SINGLE|DELUKS PEMANDANGAN PELABUHAN
SGL.DX-JA|SGL|DX-JA|0|1|1|0|1|SINGLE DELUXE WITH JACUZZI|SINGLE|DELUXE WITH JACUZZI|SINGLE DELUKS DENGAN JACUZZI|SINGLE|DELUKS DENGAN JACUZZI
SGL.DX-KG|SGL|DX-KG|0|1|1|1|1|SINGLE DELUXE KING BED|SINGLE|DELUXE KING BED|SINGLE DELUKS RANJANG KING|SINGLE|DELUKS RANJANG KING
SGL.DX-KT|SGL|DX-KT|0|1|1|0|1|SINGLE DELUXE WITH KITCHENETTE|SINGLE|DELUXE WITH KITCHENETTE|SINGLE DELUKS DENGAN DAPUR|SINGLE|DELUKS DENGAN DAPUR
SGL.DX-LK|SGL|DX-LK|0|1|1|1|1|SINGLE DELUXE LAKE VIEW|SINGLE|DELUXE LAKE VIEW|SINGLE DELUKS PEMANDANGAN DANAU|SINGLE|DELUKS PEMANDANGAN DANAU
SGL.DX-LV|SGL|DX-LV|1|1|1|1|1|SINGLE DELUXE LAND VIEW|SINGLE|DELUXE LAND VIEW|SINGLE DELUKS PEMANDANGAN DATARAN|SINGLE|DELUKS PEMANDANGAN DATARAN
SGL.DX-MV|SGL|DX-MV|0|1|1|0|1|SINGLE DELUXE MARINA VIEW|SINGLE|DELUXE MARINA VIEW|SINGLE DELUKS PEMANDANGAN DERMAGA|SINGLE|DELUKS PEMANDANGAN DERMAGA
SGL.DX-OF|SGL|DX-OF|0|1|1|1|1|SINGLE DELUXE OCEAN FRONT|SINGLE|DELUXE OCEAN FRONT|SINGLE DELUKS DEPAN SAMUDRA|SINGLE|DELUKS DEPAN SAMUDRA
SGL.DX-OF-TR|SGL|DX-OF-TR|1|1|1|0|1|SINGLE DELUXE OCEAN FRONT WITH TERRACE|SINGLE|DELUXE OCEAN FRONT WITH TERRACE|SINGLE DELUKS DEPAN SAMUDRA DENGAN TERAS|SINGLE|DELUKS DEPAN SAMUDRA DENGAN TERAS
SGL.DX-OV|SGL|DX-OV|0|1|1|3|1|SINGLE DELUXE OCEAN VIEW|SINGLE|DELUXE OCEAN VIEW|SINGLE DELUKS PEMANDANGAN SAMUDRA|SINGLE|DELUKS PEMANDANGAN SAMUDRA
SGL.DX-OV-SU|SGL|DX-OV-SU|1|1|1|0|1|SINGLE DELUXE OCEAN VIEW SUPERIOR|SINGLE|DELUXE OCEAN VIEW SUPERIOR|SINGLE DELUKS PEMANDANGAN SAMUDRA SUPERIOR|SINGLE|DELUKS PEMANDANGAN SAMUDRA SUPERIOR
SGL.DX-PE|SGL|DX-PE|0|1|1|1|1|SINGLE DELUXE PREMIER|SINGLE|DELUXE PREMIER|SINGLE DELUKS PREMIER|SINGLE|DELUKS PREMIER
SGL.DX-PI|SGL|DX-PI|0|1|1|0|1|SINGLE DELUXE PREMIUM|SINGLE|DELUXE PREMIUM|SINGLE DELUKS PREMIUM|SINGLE|DELUKS PREMIUM
